1stFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,HasFinBsmt,ModsMade
864,2,No,Rec,Unf,2008,864,TA,9100,70,6,6,864,1959,127500,0,0,0,1,1,0
1301,2,Mn,LwQ,Unf,1965,1301,Fa,6911,60,5,5,1145,1924,100000,0,0,0,1,1,1
764,3,Mn,GLQ,Unf,2009,1547,Gd,8640,72,5,7,756,2009,215200,1,0,1,1,1,0
1268,3,Mn,GLQ,RFn,1999,2365,Gd,9430,82,5,8,1252,1999,337000,1,1,1,1,1,0
1494,5,Av,LwQ,Fin,1995,1494,Ex,9549,30,5,8,1494,1995,270000,0,0,1,1,1,1
1506,2,No,Unf,RFn,2008,1506,Ex,14587,75,5,9,1498,2008,264132,0,1,1,1,0,0
980,2,No,ALQ,Unf,1988,1714,TA,10421,80,5,7,980,1988,196500,1,1,1,1,1,0
983,4,Mn,ALQ,Unf,1989,1750,TA,12508,75,7,6,983,1940,160000,1,0,0,1,1,1
1836,3,No,GLQ,Fin,2004,1836,Gd,9100,70,5,7,1860,2004,216837,0,0,1,1,1,1
1690,4,Gd,ALQ,Fin,2003,3279,Ex,53504,47,5,8,1650,2003,538000,1,1,1,1,1,0
858,2,Av,GLQ,Unf,1983,858,TA,7252,54,5,5,858,1982,134900,0,0,0,1,1,0
1220,2,No,LwQ,Unf,1951,1220,TA,8877,67,5,4,836,1951,102000,0,0,0,1,1,0
1117,3,Av,ALQ,RFn,1976,1117,TA,7819,94,5,6,1029,1976,107000,0,0,0,1,1,0
912,2,No,Rec,RFn,1958,912,TA,10150,70,5,5,912,1958,114500,0,1,0,1,1,0
1973,3,Av,Unf,Fin,2006,1973,Gd,14226,110,5,8,1935,2006,395000,0,1,1,1,0,0
1204,2,No,GLQ,RFn,1998,1204,TA,4500,32,5,6,1204,1998,162000,0,1,1,1,1,0
1614,3,Av,GLQ,RFn,2005,1614,Gd,11210,86,5,7,1614,2005,221500,0,1,1,1,1,1
894,3,No,ALQ,Unf,1974,894,TA,13350,100,5,5,864,1974,142500,0,0,0,1,1,0
2020,4,None,None,Unf,1977,2020,TA,8400,60,5,5,0,1977,144000,0,1,0,1,1,0
1004,2,Gd,GLQ,Unf,1977,1004,TA,10530,78,5,6,975,1977,135000,0,1,0,1,1,0
1253,3,No,Unf,Fin,1995,1253,TA,7875,63,5,7,1237,1995,176000,0,1,1,1,0,1
810,3,No,ALQ,RFn,1992,1603,Gd,7153,65,5,6,761,1992,175900,0,0,1,1,1,0
1430,3,No,Unf,RFn,2001,1430,Gd,16285,67,5,7,1413,2001,187100,0,0,1,1,0,1
1110,3,Av,GLQ,Fin,1978,1110,Gd,9101,35,6,5,1097,1978,165500,0,1,1,1,1,0
742,3,No,Unf,None,1914,1484,TA,6300,35,6,6,742,1914,128000,1,0,1,0,0,1
1342,3,No,Rec,Unf,1967,1342,TA,9790,60,5,6,1372,1967,161500,0,0,0,1,1,0
966,4,No,LwQ,Unf,1961,1652,TA,10800,60,6,5,686,1915,139000,1,0,0,1,1,1
956,4,No,GLQ,RFn,2004,2084,Gd,10142,76,5,7,956,2004,233000,1,0,1,1,1,0
901,2,No,Unf,Unf,1954,901,TA,6000,50,7,4,901,1954,107900,0,0,0,1,0,1
976,5,Gd,LwQ,Fin,1966,2087,Gd,12205,79,8,6,832,1966,187500,1,1,1,1,1,1
1145,2,No,GLQ,Fin,2005,1145,Gd,3182,43,5,7,1145,2005,160200,0,1,1,1,1,1
1062,3,Av,ALQ,RFn,1976,1062,TA,11333,70,5,6,1029,1976,146800,0,0,0,1,1,0
1127,3,Av,Rec,Unf,1997,2013,TA,9920,92,5,7,1117,1996,269790,1,0,1,1,1,1
1496,3,Av,Unf,RFn,2007,1496,Gd,9158,76,5,8,1496,2007,225000,0,1,1,1,0,0
1086,3,No,Unf,Fin,1994,1895,Gd,10832,75,5,7,712,1994,194500,1,0,1,1,0,1
888,3,No,Unf,Unf,1980,1564,TA,8400,70,6,6,650,1980,171000,1,1,1,1,0,1
1285,3,No,Unf,RFn,1977,1285,TA,8197,71,5,6,660,1977,143500,0,1,0,1,0,0
773,2,No,BLQ,Unf,1953,773,TA,7677,57,5,5,773,1953,110000,0,0,0,1,1,0
1966,4,No,Unf,Fin,2009,3140,Ex,13518,104,5,9,1926,2008,485000,1,1,1,1,0,1
981,3,No,ALQ,Unf,1939,1768,Gd,7200,60,7,5,731,1937,175000,1,1,0,1,1,1
616,4,Gd,GLQ,RFn,1997,1688,Gd,12798,79,5,6,616,1997,200000,1,0,1,1,1,0
1196,2,No,LwQ,Unf,1957,1196,TA,4800,40,7,4,1196,1916,109900,0,0,0,1,1,1
728,3,Av,GLQ,Fin,2005,1456,Gd,8199,63,5,7,728,2005,189000,1,0,1,1,1,0
1734,4,Gd,Unf,RFn,2009,2822,Ex,13891,107,5,9,1734,2008,582933,1,1,1,1,0,1
1128,2,No,LwQ,Unf,1954,1128,TA,9000,75,5,5,936,1954,118000,0,0,0,1,1,0
1428,3,No,Unf,RFn,2008,1428,Ex,12274,91,5,7,1417,2008,227680,0,1,1,1,0,0
980,3,Av,Unf,Fin,1967,980,TA,9750,75,5,5,980,1967,135500,0,0,0,1,1,0
1072,2,Gd,GLQ,RFn,1923,1576,Gd,21384,144,6,5,1324,1923,223500,1,0,1,1,1,1
1086,3,Av,ALQ,RFn,1966,1086,TA,13400,85,5,5,1024,1966,159950,0,1,0,1,1,0
1075,2,No,Unf,Unf,1910,2138,TA,8100,90,5,5,849,1898,106000,1,0,1,1,0,1
1309,3,No,ALQ,RFn,1974,1309,Gd,10140,78,6,6,1040,1974,181000,0,1,0,1,1,1
848,1,Gd,GLQ,Fin,2004,848,Gd,4438,60,5,6,848,2004,144500,0,1,0,1,1,0
1044,2,Av,Unf,Unf,1952,1044,Fa,8712,66,5,5,540,1952,55993,0,0,0,1,0,0
1442,4,No,Rec,RFn,1958,1442,TA,9750,75,6,6,1442,1958,157900,0,1,0,1,1,0
686,3,No,Unf,Unf,1955,1250,Fa,8248,45,7,5,686,1918,116000,1,0,0,1,0,1
1661,3,No,Unf,RFn,1998,1661,Gd,12137,48,5,7,1649,1998,224900,0,1,1,1,0,0
1008,2,No,BLQ,Unf,1954,1008,TA,11425,102,6,5,1008,1954,137000,0,0,0,1,1,0
1689,3,No,GLQ,RFn,2002,1689,Gd,13265,87,5,8,1568,2002,271000,0,1,1,1,1,0
1052,3,Av,Unf,Unf,1971,1052,TA,8816,80,7,6,1010,1971,155000,0,1,0,1,1,0
1358,4,Mn,GLQ,RFn,2010,1358,Gd,6371,44,5,7,1358,2009,224000,0,1,1,1,1,1
798,3,No,Unf,RFn,2003,1640,Gd,7226,72,5,7,798,2003,183000,0,0,1,1,0,0
936,2,No,Unf,Unf,1974,936,TA,6000,60,4,4,936,1953,93000,0,0,1,1,0,0
847,3,Gd,Unf,Fin,2003,1733,Gd,12394,44,5,7,847,2003,225000,1,0,1,1,0,0
944,3,No,Unf,Unf,1940,1489,TA,9900,60,7,6,778,1940,139500,1,0,0,1,0,1
1489,3,No,Unf,RFn,2006,1489,Gd,11216,81,5,8,1489,2006,232600,0,0,1,1,0,0
2084,2,Av,GLQ,Fin,2007,2084,Ex,14803,114,5,10,2078,2007,385000,0,1,1,1,1,1
784,2,No,ALQ,None,1924,784,Gd,6130,50,6,5,784,1924,109500,0,0,0,0,1,1
1434,3,No,GLQ,RFn,2001,1434,Gd,8529,65,5,7,1454,2001,189000,0,0,1,1,1,0
1160,3,Gd,LwQ,Fin,1967,2126,TA,28698,65,5,5,1013,1967,185000,1,0,0,1,1,0
520,2,No,Unf,RFn,2005,1223,Gd,2544,24,5,7,600,2005,147400,1,0,1,1,0,0
1392,3,No,Rec,RFn,1957,1392,TA,11900,80,5,6,1392,1957,166000,0,1,0,1,1,0
520,2,No,Unf,RFn,2005,1200,Gd,3180,30,5,7,600,2005,151000,1,0,1,1,0,0
941,3,No,GLQ,RFn,2003,1829,Gd,9548,44,6,7,941,2003,237000,1,1,1,1,1,0
1516,3,No,Rec,RFn,1964,1516,TA,10004,100,6,6,1516,1964,167000,0,1,0,1,1,0
1144,3,No,Rec,Unf,1961,1144,TA,7875,75,6,5,1144,1961,139950,0,1,0,1,1,0
1067,2,No,BLQ,Unf,1996,1067,Gd,9600,60,7,4,1067,1950,128000,0,0,0,1,1,1
1559,3,No,Rec,Unf,1948,1559,TA,8100,90,6,5,1559,1948,153500,0,0,1,1,1,1
483,2,No,BLQ,Unf,1973,987,TA,1680,21,5,6,483,1973,100000,1,1,0,1,1,0
1099,3,No,Unf,Unf,1999,1099,Gd,9525,75,6,5,1099,1995,144000,0,0,0,1,0,1
768,3,No,BLQ,Unf,1946,1200,TA,11767,70,6,5,768,1946,130500,1,0,0,1,1,1
810,4,No,BLQ,Unf,1934,1482,Fa,12155,89,8,6,672,1925,140000,1,0,0,1,1,1
958,3,No,Unf,Unf,1983,1539,Gd,10440,60,8,5,650,1904,157500,1,0,1,1,0,1
1165,3,Gd,Rec,RFn,1966,1165,TA,9020,82,7,6,1127,1966,174900,0,1,1,1,1,0
1800,6,No,Unf,None,1961,1800,TA,8000,80,4,5,1800,1961,141000,0,0,0,0,0,0
876,4,Mn,Unf,Unf,1949,1416,TA,12665,100,8,5,876,1915,153900,1,0,0,1,0,1
1701,3,Gd,ALQ,Fin,1975,1701,TA,16647,60,5,5,1390,1975,171000,0,0,0,1,1,1
1006,3,No,ALQ,RFn,1993,1775,Gd,9317,75,5,7,740,1993,213000,1,1,1,1,1,0
864,3,Av,BLQ,Unf,1972,864,TA,15523,36,6,5,864,1972,133500,0,0,0,1,1,0
1307,5,No,Unf,Unf,1908,2358,TA,45600,75,8,6,907,1908,240000,1,0,1,1,0,1
1094,3,No,Unf,RFn,1976,1855,TA,9600,80,7,6,528,1976,187000,1,1,1,1,0,1
848,1,Av,GLQ,Fin,2003,848,Gd,4435,36,5,6,848,2003,131500,0,1,0,1,1,0
1456,2,Gd,Unf,Fin,2003,1456,Gd,3196,60,5,8,1273,2003,215000,0,1,1,1,0,0
918,4,No,Rec,Unf,1941,1646,TA,7128,53,5,7,918,1941,164000,1,0,0,1,1,1
1445,3,Gd,Unf,RFn,1964,1445,TA,12095,59,6,6,1127,1964,158000,0,1,0,1,1,0
1779,3,Mn,ALQ,Unf,1955,1779,TA,17920,102,4,5,1763,1955,170000,0,0,1,1,1,1
1040,3,No,ALQ,Unf,1962,1040,TA,6897,60,8,5,1040,1962,127000,0,0,1,1,1,1
1026,3,Gd,GLQ,Unf,1981,1026,TA,10970,60,6,6,940,1978,147000,0,0,0,1,1,0
702,3,No,Unf,Fin,1994,1481,TA,8125,65,5,6,702,1994,174000,1,0,1,1,0,1
1370,3,No,Unf,RFn,1976,1370,TA,10400,80,5,7,1090,1976,152000,0,1,0,1,0,0
1512,4,Mn,BLQ,Unf,1968,2654,Gd,11029,104,7,6,1054,1968,250000,1,1,1,1,1,1
912,3,No,Unf,Unf,1925,1426,Gd,7642,55,8,7,912,1918,189950,1,0,1,1,0,1
1039,3,Mn,BLQ,Unf,1965,1039,TA,11625,75,4,5,1039,1965,131500,0,0,0,1,1,0
1097,3,No,GLQ,Unf,1986,1097,TA,9672,81,5,6,1040,1984,152000,0,0,0,1,1,1
1148,3,No,BLQ,Unf,1959,1148,TA,7931,70,5,5,1148,1959,132500,0,0,0,1,1,0
1372,3,No,Unf,Fin,2008,1372,Gd,8640,72,5,7,1372,2007,250580,0,0,1,1,0,1
1002,3,No,BLQ,Unf,1973,1002,TA,8750,78,6,5,1002,1970,148500,0,1,0,1,1,0
1646,3,Av,ALQ,RFn,2007,1646,Gd,10656,67,5,8,1638,2006,248900,0,1,1,1,0,1
1120,3,No,ALQ,RFn,1961,1120,Fa,6970,85,5,4,1040,1961,129000,0,0,0,1,1,0
1547,2,None,None,Unf,1979,2320,TA,14762,60,6,5,0,1948,169000,1,0,1,1,1,1
1062,3,No,GLQ,Fin,1993,1949,Gd,9938,80,5,7,1050,1993,236000,1,1,1,1,1,1
894,2,No,Unf,RFn,1962,894,TA,6600,60,5,5,894,1962,109500,0,0,0,1,0,0
804,3,No,GLQ,RFn,1998,1682,Gd,8750,70,5,6,804,1998,200500,1,1,1,1,1,0
910,3,Av,Unf,Unf,1953,910,Gd,8892,74,7,5,105,1953,116000,0,0,0,1,0,1
1036,3,No,Rec,Unf,1949,1268,TA,12144,60,7,5,832,1949,133000,0,0,1,1,1,1
676,2,No,Unf,Unf,1941,1131,TA,5720,52,6,5,676,1941,66500,1,0,0,1,0,1
1184,4,Av,GLQ,Fin,2007,2610,Ex,9000,75,5,8,1184,2007,303477,1,0,1,1,1,0
1040,3,Gd,ALQ,Unf,1963,1040,TA,25286,94,5,4,1064,1963,132250,0,0,0,1,1,0
1462,4,No,GLQ,Fin,2004,2224,Ex,8834,74,5,9,1462,2004,350000,0,1,0,1,1,1
1155,3,Av,ALQ,Unf,1987,1155,Gd,11782,88,7,5,1109,1961,148000,0,0,0,1,1,1
864,3,No,ALQ,Unf,1978,864,TA,7000,74,8,5,864,1978,136500,0,1,0,1,1,1
1090,2,No,ALQ,Fin,2005,1090,TA,7024,60,5,5,1090,2005,157000,0,0,1,1,1,1
1187,3,Mn,LwQ,RFn,1990,1717,Gd,13758,44,5,7,1156,1990,187500,1,1,1,1,1,1
808,3,No,Unf,RFn,1993,1593,TA,9636,62,5,6,808,1992,178000,1,0,1,1,0,1
954,5,No,Unf,Unf,1997,2230,TA,6204,60,5,4,795,1912,118500,1,0,1,1,0,1
892,3,No,BLQ,RFn,1967,892,TA,7150,65,5,5,892,1967,100000,0,1,0,1,1,0
1709,2,Av,GLQ,Fin,1999,1709,Gd,5119,50,5,9,1698,1999,328900,0,1,1,1,1,1
1712,4,No,LwQ,Fin,2005,1712,TA,8393,70,5,5,1626,1959,145000,0,1,1,1,1,1
872,3,No,Unf,Unf,1955,1393,TA,16466,59,7,5,816,1955,135500,1,0,0,1,0,0
2217,4,Gd,ALQ,Unf,1970,2217,Gd,15865,95,6,8,2217,1970,268000,0,0,1,1,1,0
1505,2,No,Unf,RFn,1953,1505,TA,12160,128,4,6,1505,1953,149500,0,1,0,1,1,0
672,3,Mn,GLQ,Unf,2003,924,TA,8064,60,7,5,672,1949,122900,1,0,0,1,0,1
918,3,No,LwQ,RFn,1978,1683,TA,11184,70,5,6,918,1978,172500,1,1,0,1,1,0
1068,3,No,GLQ,RFn,1963,1068,TA,8414,70,8,6,1059,1963,154500,0,0,0,1,1,1
1383,3,Mn,BLQ,RFn,1954,1383,TA,13284,80,5,5,1383,1954,165000,0,0,1,1,1,0
1535,4,None,None,Unf,1979,1535,TA,7018,64,5,5,0,1979,118858,0,0,0,1,1,0
983,4,No,BLQ,RFn,1963,1796,TA,7056,71,5,6,780,1963,140000,1,1,1,1,1,0
951,2,No,ALQ,Unf,1936,951,TA,8765,50,6,4,951,1936,106500,0,0,1,1,1,1
1120,6,None,None,Unf,1979,2240,TA,7018,64,5,5,0,1979,142953,1,0,0,1,1,0
2364,3,Gd,GLQ,Fin,2009,2364,Ex,12919,100,5,9,2330,2009,611657,0,1,1,1,1,1
1236,3,No,BLQ,Unf,1961,1236,TA,6993,65,7,5,912,1961,135000,0,0,0,1,1,1
858,2,No,ALQ,Unf,1979,858,TA,7340,60,6,4,858,1971,110000,0,0,0,1,1,0
1306,2,Mn,BLQ,Unf,1968,1306,TA,8712,64,7,5,992,1957,153000,0,0,0,1,1,1
807,3,No,Unf,Fin,2003,1509,Gd,7875,63,5,7,783,2003,180000,1,0,1,1,0,0
1670,3,No,Unf,RFn,2006,1670,Gd,14859,50,5,7,1670,2006,240000,0,1,1,1,0,0
902,3,No,GLQ,Unf,1967,902,TA,6173,86,6,5,876,1967,125500,0,1,0,1,1,0
1063,3,No,Rec,RFn,1954,1063,TA,9920,80,5,5,1056,1954,128000,0,1,0,1,1,0
1636,3,No,GLQ,RFn,2006,1636,Gd,13501,116,5,8,1623,2006,255000,0,1,1,1,1,0
1020,3,No,Rec,Fin,1936,2057,Gd,11500,86,7,7,1017,1936,250000,1,0,0,1,1,1
902,2,Av,BLQ,Unf,1983,902,TA,8885,74,5,5,864,1983,131000,0,0,0,1,1,0
742,3,No,Unf,Fin,2005,1484,Gd,12589,149,5,6,742,2005,174000,1,0,1,1,0,0
1105,5,No,Rec,RFn,1960,2274,TA,11600,80,5,5,1105,1960,154300,1,1,0,1,1,0
1268,3,Av,ALQ,Unf,1978,1268,Gd,9286,60,7,5,1268,1977,143500,0,0,0,1,1,1
1015,3,No,Rec,Unf,1925,1015,TA,6120,51,7,5,768,1925,88000,0,0,0,1,1,1
1001,3,No,BLQ,Unf,1949,2002,TA,6270,82,6,5,1001,1949,145000,1,0,0,1,1,1
612,2,Av,GLQ,RFn,2009,1224,Gd,3000,30,5,6,612,2009,173733,1,1,1,1,1,0
546,3,No,Unf,Unf,1970,1092,TA,2001,21,5,4,546,1970,75000,1,1,0,1,0,0
480,2,Av,BLQ,Unf,1958,480,TA,9000,50,3,2,480,1949,35311,0,0,0,1,1,1
1229,3,No,ALQ,RFn,1956,1229,TA,17140,60,6,4,1134,1956,135000,0,0,0,1,1,0
912,4,Mn,BLQ,RFn,1991,2127,Gd,13125,103,5,7,1104,1991,238000,1,0,1,1,1,0
1414,3,No,ALQ,Unf,1990,1414,TA,11029,87,8,6,1184,1958,176500,0,0,1,1,1,1
936,3,No,GLQ,RFn,1994,1721,Gd,8462,70,5,6,928,1994,201000,1,1,1,1,1,0
1272,4,No,ALQ,None,1900,2200,TA,8777,67,7,5,1272,1900,145900,1,0,1,0,1,1
1316,3,No,GLQ,Fin,2005,1316,Gd,10237,65,5,6,1316,2005,169990,0,0,0,1,1,1
1617,2,No,LwQ,RFn,1993,1617,Gd,8012,50,5,6,1604,1993,193000,0,0,1,1,1,1
1686,3,No,BLQ,Unf,1980,1686,TA,10240,79,6,6,1686,1980,207500,0,1,1,1,1,0
1126,3,Av,ALQ,RFn,1977,1126,Ex,15611,32,6,5,1126,1977,175000,0,0,0,1,1,0
1234,4,No,Unf,Fin,2003,2374,Ex,11999,93,5,8,1181,2003,285000,1,1,1,1,0,1
1098,4,No,BLQ,RFn,1968,1978,TA,9900,85,5,7,832,1968,176000,1,1,1,1,1,0
1788,3,Av,Unf,RFn,2001,1788,Ex,11838,24,5,8,1753,2001,236500,0,0,1,1,0,0
993,4,No,Unf,Fin,1997,2236,Gd,13006,50,5,7,964,1997,222000,1,1,0,1,0,0
1466,3,Av,GLQ,Fin,2007,1466,Gd,8925,73,5,8,1466,2007,201000,0,0,1,1,1,0
925,3,No,BLQ,Unf,1965,925,TA,9100,70,6,5,925,1965,117500,0,0,0,1,1,0
1905,3,No,Unf,Fin,2006,1905,Ex,11670,84,5,9,1905,2006,320000,0,1,1,1,0,0
1500,3,Av,GLQ,RFn,2004,1500,Gd,8487,63,5,7,1500,2004,190000,0,1,1,1,1,0
2069,4,Gd,GLQ,RFn,1960,2069,Gd,27650,313,7,7,585,1960,242000,0,0,0,1,1,1
747,1,Mn,Unf,Unf,1953,747,TA,5825,52,5,4,600,1926,79900,0,1,0,1,0,1
1200,2,No,BLQ,RFn,2003,1200,Gd,10083,67,5,7,1176,2003,184900,0,0,1,1,1,0
1113,3,Mn,GLQ,RFn,2005,1971,Gd,9675,75,5,7,1113,2005,253000,1,0,1,1,1,0
1391,3,Mn,GLQ,RFn,2006,1962,Gd,8760,73,5,7,1391,2006,239799,1,0,1,1,1,0
1207,2,Mn,Unf,Unf,1940,2403,TA,24090,53,7,7,1032,1940,244400,1,0,0,1,0,1
1728,4,Gd,Rec,Unf,1976,1728,TA,12640,55,5,6,1728,1976,150900,0,0,0,1,1,0
1022,3,No,ALQ,RFn,1999,2060,Gd,8755,105,5,7,992,1999,214000,1,1,0,1,1,0
1440,4,Gd,Unf,None,1977,1440,TA,7711,42,3,4,1440,1977,150000,0,0,0,0,1,0
1632,4,Av,Unf,Unf,1967,1632,TA,25000,100,4,5,1632,1967,143000,0,0,0,1,0,0
1344,3,No,GLQ,RFn,1958,1344,Gd,14375,80,6,6,819,1958,137500,0,1,1,1,1,0
1188,4,No,LwQ,Unf,1963,1869,TA,8820,98,6,5,1088,1890,124900,1,0,0,1,1,1
1144,3,Av,GLQ,RFn,1959,1144,TA,8163,70,6,5,1144,1959,143000,0,1,0,1,1,0
1629,3,Av,GLQ,Fin,2002,1629,Gd,14536,85,5,8,1616,2002,270000,0,1,1,1,1,1
936,3,None,Unf,RFn,2002,1776,Gd,14006,65,5,7,936,2002,192500,1,1,1,1,0,0
1381,3,No,ALQ,Unf,1972,1381,Gd,9360,78,7,6,1161,1972,197500,0,0,0,1,1,1
864,3,No,ALQ,RFn,1980,864,Gd,7200,60,8,5,864,1950,129000,0,0,0,1,1,1
965,3,No,BLQ,Unf,1979,965,TA,7800,60,5,5,828,1965,119900,0,0,0,1,1,0
768,2,Av,Rec,Fin,1974,768,TA,7200,60,8,5,768,1972,133900,0,0,0,1,1,1
1168,3,Av,GLQ,RFn,1969,1968,TA,11075,85,4,5,784,1969,172000,1,1,1,1,1,0
980,4,Gd,GLQ,None,1975,980,TA,9400,35,5,6,945,1975,127500,0,1,0,0,1,0
979,4,No,Rec,Unf,1946,1958,TA,7136,82,6,6,979,1946,145000,1,1,0,1,1,1
561,2,No,ALQ,Fin,1980,1229,TA,1300,24,6,6,561,1980,124000,1,0,0,1,1,0
1057,3,No,Rec,Fin,1977,1057,TA,7420,70,5,5,1057,1962,132000,0,0,0,1,1,0
1337,3,Mn,GLQ,RFn,2003,1337,Gd,8450,65,5,7,1337,2003,185000,0,0,1,1,1,0
696,3,No,ALQ,Unf,1999,1416,Gd,2572,24,5,7,696,1999,155000,1,0,1,1,1,0
858,2,Gd,BLQ,None,1958,858,TA,7207,50,7,5,858,1958,116500,0,0,0,0,1,1
1542,4,No,ALQ,Fin,1977,2872,TA,12227,76,7,6,1330,1977,272000,1,1,1,1,1,1
804,3,No,GLQ,Unf,1976,1548,Gd,2308,24,6,6,804,1976,155000,1,0,0,1,1,0
1800,2,No,Unf,Fin,2007,1800,Ex,11923,122,5,9,1800,2007,239000,0,0,1,1,0,0
824,4,No,GLQ,RFn,2002,1894,Gd,11316,80,5,7,817,2002,214900,1,1,1,1,1,1
783,3,No,ALQ,Fin,2005,1484,Gd,10237,65,5,6,783,2005,178900,1,0,1,1,0,1
976,2,No,Rec,Unf,1940,1308,TA,9600,130,7,5,728,1940,160000,1,0,1,1,1,1
1098,3,No,ALQ,Unf,1955,1098,TA,7390,111,7,5,1098,1955,135000,0,1,0,1,1,0
600,2,No,Unf,None,1910,968,TA,5925,50,6,3,600,1910,37900,0,0,0,0,0,1
1095,2,Gd,ALQ,RFn,1958,1095,TA,10382,75,5,6,588,1958,140000,0,1,0,1,1,0
720,4,No,Unf,None,1949,1192,TA,10800,60,4,4,720,1949,135000,1,0,0,0,0,1
764,2,No,GLQ,RFn,2003,1626,Gd,2268,36,5,7,764,2003,173000,1,1,1,1,1,1
918,2,No,Unf,Unf,1979,918,TA,7892,55,5,6,918,1979,99500,0,0,0,1,0,0
1428,3,No,Unf,Fin,2007,1428,Gd,11639,95,5,7,1428,2007,182000,0,0,1,1,0,1
1136,3,No,Unf,Unf,1997,2019,Gd,11414,60,8,7,728,1910,167500,1,0,1,1,0,1
673,3,No,GLQ,Unf,2000,1382,Gd,2651,100,5,7,673,2000,165000,1,0,1,1,1,0
869,2,No,Unf,None,1923,869,Fa,5900,51,7,4,440,1923,85500,0,0,0,0,0,1
1241,1,No,GLQ,RFn,2007,1241,Gd,4274,35,5,7,1241,2006,199900,0,0,1,1,1,1
894,3,No,GLQ,Unf,1999,894,TA,9450,68,5,4,894,1954,110000,0,0,0,1,1,0
1121,3,No,Rec,Unf,1963,1121,TA,8816,80,6,5,1121,1963,139000,0,0,1,1,1,0
999,3,Av,ALQ,RFn,1961,999,Ex,12122,105,9,7,944,1961,178400,0,1,1,1,1,1
1276,4,No,GLQ,Fin,1998,2612,Gd,12203,98,5,8,1225,1998,336000,1,1,0,1,1,1
1266,2,Av,Unf,Fin,2007,1266,Gd,3182,43,5,7,1266,2007,159895,0,1,1,1,0,0
1149,4,Mn,Unf,Unf,2002,2290,Gd,11250,36,5,8,1128,2002,255900,1,0,0,1,0,0
1302,4,None,None,Unf,1977,1734,Gd,10125,75,5,5,0,1977,126000,1,0,0,1,1,0
1164,3,No,ALQ,Unf,1950,1164,TA,10880,68,5,5,1164,1950,125000,0,0,1,1,1,0
1001,2,No,Unf,Unf,1950,1635,Gd,5310,59,8,6,485,1910,117000,1,0,0,1,0,1
1940,3,Av,GLQ,Fin,2010,1940,Ex,10159,83,5,9,1930,2009,395192,0,1,1,1,1,1
1118,4,No,LwQ,Fin,1976,2030,Gd,12046,44,6,6,848,1976,195000,1,1,1,1,1,0
778,3,No,Unf,RFn,2006,1576,Gd,8125,65,5,7,770,2006,197000,1,0,1,1,0,0
1407,3,No,GLQ,Fin,1997,2392,Gd,9452,82,5,8,1396,1997,348000,1,1,1,1,1,1
916,4,No,BLQ,Unf,1925,1742,Gd,17671,121,9,8,916,1882,168000,1,0,1,1,1,1
1020,3,Gd,BLQ,RFn,1964,1851,Gd,9760,80,8,6,822,1964,187000,1,1,1,1,1,1
750,3,No,Unf,RFn,2005,1500,Gd,8846,68,5,6,750,2005,173900,1,0,1,1,0,1
1718,3,Gd,GLQ,Fin,2008,1718,Ex,12456,96,5,10,1700,2006,337500,0,1,1,1,1,1
774,3,No,ALQ,Unf,1946,1230,TA,4712,51,7,4,747,1946,121600,1,0,1,1,1,1
1050,3,No,Rec,Unf,1961,1050,TA,10659,89,6,5,1050,1961,136500,0,0,1,1,1,0
1442,2,No,Unf,RFn,1970,1442,TA,11717,51,6,6,1442,1970,185000,0,1,0,1,0,0
1077,3,No,Unf,Unf,1922,1077,TA,9786,60,4,3,1007,1922,91000,0,0,1,1,0,1
1208,2,Av,GLQ,RFn,2006,1208,Gd,6762,64,5,7,1187,2006,206000,0,1,1,1,1,0
944,2,None,None,Unf,1956,944,Fa,10206,74,3,3,0,1952,82000,0,0,0,1,1,0
691,2,No,Unf,Unf,1920,691,Ex,5400,60,6,5,691,1920,86000,0,0,1,1,0,1
1574,3,No,GLQ,RFn,2006,1574,Gd,11957,75,5,8,1574,2006,232000,0,1,1,1,1,0
1680,4,No,Unf,Unf,1976,1680,TA,11500,120,6,5,1680,1976,136905,0,1,0,1,0,0
1504,1,No,GLQ,Fin,2005,1504,Gd,3182,43,5,7,1346,2005,181000,0,1,0,1,1,1
985,3,Av,GLQ,Unf,1977,985,TA,8385,65,8,5,985,1977,149900,0,1,0,1,1,0
1657,3,No,LwQ,Unf,1970,1657,TA,12155,80,3,6,1657,1970,163500,0,0,0,1,1,0
546,3,No,BLQ,RFn,1970,1092,TA,2217,21,4,4,546,1970,88000,0,0,0,1,1,0
1710,3,Mn,Unf,RFn,2004,1710,Gd,12118,43,5,7,1710,2004,240000,0,1,1,1,0,1
1008,4,No,Unf,None,1926,1522,TA,6000,60,5,5,1008,1926,102000,0,0,0,0,0,1
720,1,No,Unf,RFn,1948,1271,TA,21286,115,5,5,720,1948,135000,1,0,0,1,0,1
1664,4,None,None,None,1965,1664,TA,9825,75,5,5,0,1965,100000,0,0,0,0,1,0
900,3,No,Unf,Unf,1923,1502,Gd,10592,55,7,6,602,1923,165000,1,0,0,1,0,1
1022,2,No,GLQ,Unf,1956,1022,TA,7200,60,4,5,1022,1910,85000,0,0,1,1,1,1
